Material Name,Material Code,Item Category,Item Group,UOM
2T 2P SLIDING WINDOW WITH MESH W-1192 X H-1768 MM 6MM FROSTED TOUGHENED SW26,2T 2P SLIDING WINDOW WITH MESH W-1192 X H-1768 MM 6MM FROSTED TOUGHENED SW26,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1194 X H-1763 MM 6MM FROSTED TOUGHENED SW21,2T 2P SLIDING WINDOW WITH MESH W-1194 X H-1763 MM 6MM FROSTED TOUGHENED SW21,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1194 X H-1766 MM 6MM FROSTED TOUGHENED SW23,2T 2P SLIDING WINDOW WITH MESH W-1194 X H-1766 MM 6MM FROSTED TOUGHENED SW23,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1195 X H-1700 MM 6MM FROSTED TOUGHENED SW8,2T 2P SLIDING WINDOW WITH MESH W-1195 X H-1700 MM 6MM FROSTED TOUGHENED SW8,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1197 X H-1750 MM 6MM FROSTED TOUGHENED SW13,2T 2P SLIDING WINDOW WITH MESH W-1197 X H-1750 MM 6MM FROSTED TOUGHENED SW13,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1200 X H-1751 MM 6MM FROSTED TOUGHENED SW4,2T 2P SLIDING WINDOW WITH MESH W-1200 X H-1751 MM 6MM FROSTED TOUGHENED SW4,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1200 X H-1810 MM 6MM CLEAR TOUGHENED W2,2T 2P SLIDING WINDOW WITH MESH W-1200 X H-1810 MM 6MM CLEAR TOUGHENED W2,INDIGENOUS,PROJECT MATERIALS,SFT
2T 2P SLIDING WINDOW WITH MESH W-1200 X H-1820 MM 6MM CLEAR TOUGHENED W2,2T 2P SLIDING WINDOW WITH MESH W-1200 X H-1820 MM 6MM CLEAR TOUGHENED W2,INDIGENOUS,PROJECT MATERIALS,SFT
2T 2P SLIDING WINDOW WITH MESH W-1202 X H-1777 MM 6MM FROSTED TOUGHENED SW25,2T 2P SLIDING WINDOW WITH MESH W-1202 X H-1777 MM 6MM FROSTED TOUGHENED SW25,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1203 X H-1746 MM 6MM FROSTED TOUGHENED SW19,2T 2P SLIDING WINDOW WITH MESH W-1203 X H-1746 MM 6MM FROSTED TOUGHENED SW19,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1204 X H-1751 MM 6MM FROSTED TOUGHENED SW12,2T 2P SLIDING WINDOW WITH MESH W-1204 X H-1751 MM 6MM FROSTED TOUGHENED SW12,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1205 X H-1741 MM 6MM FROSTED TOUGHENED SW9,2T 2P SLIDING WINDOW WITH MESH W-1205 X H-1741 MM 6MM FROSTED TOUGHENED SW9,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1205 X H-1776 MM 6MM FROSTED TOUGHENED SW24,2T 2P SLIDING WINDOW WITH MESH W-1205 X H-1776 MM 6MM FROSTED TOUGHENED SW24,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1207 X H-1751 MM 6MM FROSTED TOUGHENED SW10,2T 2P SLIDING WINDOW WITH MESH W-1207 X H-1751 MM 6MM FROSTED TOUGHENED SW10,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1210 X H-1820 MM 6MM CLEAR TOUGHENED W2,2T 2P SLIDING WINDOW WITH MESH W-1210 X H-1820 MM 6MM CLEAR TOUGHENED W2,INDIGENOUS,PROJECT MATERIALS,SFT
2T 2P SLIDING WINDOW WITH MESH W-1812 X H-1764 MM 6MM FROSTED TOUGHENED SW22,2T 2P SLIDING WINDOW WITH MESH W-1812 X H-1764 MM 6MM FROSTED TOUGHENED SW22,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1993 X H-1744 MM 6MM FROSTED TOUGHENED SW28,2T 2P SLIDING WINDOW WITH MESH W-1993 X H-1744 MM 6MM FROSTED TOUGHENED SW28,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1995 X H-1751 MM 6MM FROSTED TOUGHENED SW29,2T 2P SLIDING WINDOW WITH MESH W-1995 X H-1751 MM 6MM FROSTED TOUGHENED SW29,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1995 X H-1761 MM 6MM FROSTED TOUGHENED SW7,2T 2P SLIDING WINDOW WITH MESH W-1995 X H-1761 MM 6MM FROSTED TOUGHENED SW7,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1996 X H-1768 MM 6MM FROSTED TOUGHENED SW17,2T 2P SLIDING WINDOW WITH MESH W-1996 X H-1768 MM 6MM FROSTED TOUGHENED SW17,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-1997 X H-1752 MM 6MM FROSTED TOUGHENED SW27,2T 2P SLIDING WINDOW WITH MESH W-1997 X H-1752 MM 6MM FROSTED TOUGHENED SW27,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-2000 X H-1761 MM 6MM ST 167 TOUGHENED SW14,2T 2P SLIDING WINDOW WITH MESH W-2000 X H-1761 MM 6MM ST 167 TOUGHENED SW14,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-2000 X H-1800 MM 6MM CLEAR TOUGHENED W1,2T 2P SLIDING WINDOW WITH MESH W-2000 X H-1800 MM 6MM CLEAR TOUGHENED W1,INDIGENOUS,PROJECT MATERIALS,SFT
2T 2P SLIDING WINDOW WITH MESH W-2000 X H-1810 MM 6MM CLEAR TOUGHENED W1,2T 2P SLIDING WINDOW WITH MESH W-2000 X H-1810 MM 6MM CLEAR TOUGHENED W1,INDIGENOUS,PROJECT MATERIALS,SFT
2T 2P SLIDING WINDOW WITH MESH W-2000 X H-1820 MM 6MM CLEAR TOUGHENED W1,2T 2P SLIDING WINDOW WITH MESH W-2000 X H-1820 MM 6MM CLEAR TOUGHENED W1,INDIGENOUS,PROJECT MATERIALS,SFT
2T 2P SLIDING WINDOW WITH MESH W-2001 X H-1735 MM 6MM FROSTED TOUGHENED SW6,2T 2P SLIDING WINDOW WITH MESH W-2001 X H-1735 MM 6MM FROSTED TOUGHENED SW6,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-2005 X H-1768 MM 6MM FROSTED TOUGHENED SW16,2T 2P SLIDING WINDOW WITH MESH W-2005 X H-1768 MM 6MM FROSTED TOUGHENED SW16,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-2007 X H-1766 MM 6MM FROSTED TOUGHENED SW18,2T 2P SLIDING WINDOW WITH MESH W-2007 X H-1766 MM 6MM FROSTED TOUGHENED SW18,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-2010 X H-1746 MM 6MM FROSTED TOUGHENED SW5,2T 2P SLIDING WINDOW WITH MESH W-2010 X H-1746 MM 6MM FROSTED TOUGHENED SW5,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH W-2010 X H-1748 MM 6MM FROSTED TOUGHENED SW11,2T 2P SLIDING WINDOW WITH MESH W-2010 X H-1748 MM 6MM FROSTED TOUGHENED SW11,INDIGENOUS,PROJECT MATERIALS,NOS
2T 2P SLIDING WINDOW WITH MESH WITH TOP FIXED W-1010 X H-1800 MM 6MM CLEAR TOUGHENED W3,2T 2P SLIDING WINDOW WITH MESH WITH TOP FIXED W-1010 X H-1800 MM 6MM CLEAR TOUGHENED W3,INDIGENOUS,PROJECT MATERIALS,SFT
2T 3P SLIDER WINDOW WITH MESH WITH CENTER FIXED 13.52MM ST 167 LAMIANTED TOUGHENED SDA,2T 3P SLIDER WINDOW WITH MESH WITH CENTER FIXED 13.52MM ST 167 LAMIANTED TOUGHENED SDA,INDIGENOUS,PROJECT MATERIALS,NOS
2T 3P SLIDER WINDOW WITH MESH WITH CENTER FIXED 13.52MM ST 167 LAMINATED TOUGHENED W1A,2T 3P SLIDER WINDOW WITH MESH WITH CENTER FIXED 13.52MM ST 167 LAMINATED TOUGHENED W1A,INDIGENOUS,PROJECT MATERIALS,NOS
2T 3P SLIDER WINDOW WITH MESH WITH CENTER FIXED WITH INTEGRATED RAILING 13.52MM ST 167 W,2T 3P SLIDER WINDOW WITH MESH WITH CENTER FIXED WITH INTEGRATED RAILING 13.52MM ST 167 W,INDIGENOUS,PROJECT MATERIALS,NOS
2T 4P SLIDER DOOR WITH MESH WITH BOTH SASH FIXED (CORNER SLIDER) 13.52MM ST 167 LAMIANTED TOUGHENED,2T 4P SLIDER DOOR WITH MESH WITH BOTH SASH FIXED (CORNER SLIDER) 13.52MM ST 167 LAMIANTED TOUGHENED,INDIGENOUS,PROJECT MATERIALS,NOS
2T 4P SLIDER DOOR WITH MESH WITH BOTH SASH FIXED 13.52MM ST 167 LAMIANTED TOUGHENED SD,2T 4P SLIDER DOOR WITH MESH WITH BOTH SASH FIXED 13.52MM ST 167 LAMIANTED TOUGHENED SD,INDIGENOUS,PROJECT MATERIALS,NOS
2T 4P SLIDER DOOR WITH MESH WITH BOTH SASH FIXED 13.52MM ST 167 LAMIANTED TOUGHENED SD1,2T 4P SLIDER DOOR WITH MESH WITH BOTH SASH FIXED 13.52MM ST 167 LAMIANTED TOUGHENED SD1,INDIGENOUS,PROJECT MATERIALS,NOS
3 MODULAR SWITCH BOARD MAGNESIUM GRY COLOUR (LEGRAND ARTEOR MAKE),3 MODULAR SWITCH BOARD MAGNESIUM GRY COLOUR (LEGRAND ARTEOR MAKE),INDIGENOUS,PROJECT MATERIALS,NOS
3 MODULAR SWITCH BOARDÂ  WHITE COLOUR (LEGRAND ARTEOR MAKE),3 MODULAR SWITCH BOARDÂ  WHITE COLOUR (LEGRAND ARTEOR MAKE),INDIGENOUS,PROJECT MATERIALS,NOS
3 PIN SOCKET,3 PIN SOCKET,INDIGENOUS,PROJECT MATERIALS,NOS
3 POLE MCB 10 A,3 POLE MCB 10 A,INDIGENOUS,PROJECT MATERIALS,NOS
3 POLE MCB 16 A,3 POLE MCB 16 A,INDIGENOUS,PROJECT MATERIALS,NOS
3 POLE MCB 32 A,3 POLE MCB 32 A,INDIGENOUS,PROJECT MATERIALS,NOS
3 POLE MCB 64 A,3 POLE MCB 64 A,INDIGENOUS,PROJECT MATERIALS,NOS
300 SQ MM X 3 1/2 CORE CABLE GLAND (DOUBLE SLEEVE),300 SQ MM X 3 1/2 CORE CABLE GLAND (DOUBLE SLEEVE),INDIGENOUS,PROJECT MATERIALS,NOS
300 SQ MM X 3 1/2 CORE COPPER ARMOURD CABLE,300 SQ MM X 3 1/2 CORE COPPER ARMOURD CABLE,INDIGENOUS,PROJECT MATERIALS,MTRS
300 SQ MM X 3 1/2 CORE PVC CABLE GLAND (DOUBLE SLEEVE),300 SQ MM X 3 1/2 CORE PVC CABLE GLAND (DOUBLE SLEEVE),INDIGENOUS,PROJECT MATERIALS,NOS
300 SQ.MM X 3 1/2 CORE ALUMINIUM ARMOUD CABLEP,300 SQ.MM X 3 1/2 CORE ALUMINIUM ARMOUD CABLEP,INDIGENOUS,PROJECT MATERIALS,MTRS
300 X 1200 X 18MM THK TERRACOTTA PANTONE COLOR TILES,300 X 1200 X 18MM THK TERRACOTTA PANTONE COLOR TILES,INDIGENOUS,PROJECT MATERIALS,SQMTRS
32 MM MS SEAMLESS PIPE ZINDAL/SCHEDULE 40,32 MM MS SEAMLESS PIPE ZINDAL/SCHEDULE 40,INDIGENOUS,PROJECT MATERIALS,MTRS
"32A MALE/FEMALE SOCKET PANEL MOUNTED 3P/NAT +E/5 PIN,TYPE 310","32A MALE/FEMALE SOCKET PANEL MOUNTED 3P/NAT +E/5 PIN,TYPE 310",INDIGENOUS,PROJECT MATERIALS,NOS
3D RENDERING,3D RENDERING,INDIGENOUS,PROJECT MATERIALS,NOS
4 MM VENEER 8X4,4 MM VENEER 8X4,INDIGENOUS,PROJECT MATERIALS,NOS
4 MODULAR PLATES,4 MODULAR PLATES,INDIGENOUS,PROJECT MATERIALS,NOS
4 MODULAR SWITCH BOARD MAGNESIUM GRY COLOUR (LEGRAND ARTEOR MAKE),4 MODULAR SWITCH BOARD MAGNESIUM GRY COLOUR (LEGRAND ARTEOR MAKE),INDIGENOUS,PROJECT MATERIALS,NOS
4 MODULAR SWITCH BOARDÂ  WHITE COLOUR (LEGRAND ARTEOR MAKE),4 MODULAR SWITCH BOARDÂ  WHITE COLOUR (LEGRAND ARTEOR MAKE),INDIGENOUS,PROJECT MATERIALS,NOS
4 MODULE BOX,4 MODULE BOX,INDIGENOUS,PROJECT MATERIALS,NOS
4 SQ.MM COPPER WIRE,4 SQ.MM COPPER WIRE,INDIGENOUS,PROJECT MATERIALS,COIL
4 SQMM COPPER WIRE,4 SQMM COPPER WIRE,INDIGENOUS,PROJECT MATERIALS,COIL
4-SIDE LOUVER CLADDING FOR GALVANISED SHEET 0.50MM THICK X1 MTR W X 1.8 MTR L,4-SIDE LOUVER CLADDING FOR GALVANISED SHEET 0.50MM THICK X1 MTR W X 1.8 MTR L,INDIGENOUS,PROJECT MATERIALS,NOS
4-SIDE LOUVER CLADDING FOR GALVANISED SHEET 0.50MM THICK X1 MTR W X 2.65 MTR L,4-SIDE LOUVER CLADDING FOR GALVANISED SHEET 0.50MM THICK X1 MTR W X 2.65 MTR L,INDIGENOUS,PROJECT MATERIALS,NOS
40 MM PVC CABLE GLAND,40 MM PVC CABLE GLAND,INDIGENOUS,PROJECT MATERIALS,NOS
400A AB SWITCH M/F DOUBLE,400A AB SWITCH M/F DOUBLE,INDIGENOUS,PROJECT MATERIALS,NOS
450MAT,450MAT,INDIGENOUS,PROJECT MATERIALS,KGS
50 MM MS SEAMLESS PIPE ZINDAL/SCHEDULE 40,50 MM MS SEAMLESS PIPE ZINDAL/SCHEDULE 40,INDIGENOUS,PROJECT MATERIALS,MTRS
50 MM PVC CABLE GLAND(DOUBLE SLEEVE),50 MM PVC CABLE GLAND(DOUBLE SLEEVE),INDIGENOUS,PROJECT MATERIALS,NOS
50 S.Q MM ALU. LUGS,50 S.Q MM ALU. LUGS,INDIGENOUS,PROJECT MATERIALS,NOS
50-004-05,50-004-05,INDIGENOUS,PROJECT MATERIALS,NOS
50-005-01,50-005-01,INDIGENOUS,PROJECT MATERIALS,NOS
50-014-01,50-014-01,INDIGENOUS,PROJECT MATERIALS,NOS
6 MODULAR SWITCH BOARD MAGNESIUM GRY COLOUR (LEGRAND ARTEOR MAKE),6 MODULAR SWITCH BOARD MAGNESIUM GRY COLOUR (LEGRAND ARTEOR MAKE),INDIGENOUS,PROJECT MATERIALS,NOS
6 MODULAR SWITCH BOARDÂ  WHITE COLOUR (LEGRAND ARTEOR MAKE),6 MODULAR SWITCH BOARDÂ  WHITE COLOUR (LEGRAND ARTEOR MAKE),INDIGENOUS,PROJECT MATERIALS,NOS
6 SQMM COPPER WIRE,6 SQMM COPPER WIRE,INDIGENOUS,PROJECT MATERIALS,COIL
60 MM PVC CABLE GLAND(DOUBLE SLEEVE),60 MM PVC CABLE GLAND(DOUBLE SLEEVE),INDIGENOUS,PROJECT MATERIALS,NOS
610 ROWING,610 ROWING,INDIGENOUS,PROJECT MATERIALS,KGS
63A 4 POLE ISOLATOR,63A 4 POLE ISOLATOR,INDIGENOUS,PROJECT MATERIALS,NOS
65 MM MS SEAMLESS PIPE ZINDAL/SCHEDULE 40,65 MM MS SEAMLESS PIPE ZINDAL/SCHEDULE 40,INDIGENOUS,PROJECT MATERIALS,MTRS
6MM WPC SHEET 8X4 INCH,6MM WPC SHEET 8X4 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
70 MM PVC CABLE GLAND(DOUBLE SLEEVE),70 MM PVC CABLE GLAND(DOUBLE SLEEVE),INDIGENOUS,PROJECT MATERIALS,NOS
70.S2 2.4 MM FILLER WIRE,70.S2 2.4 MM FILLER WIRE,INDIGENOUS,PROJECT MATERIALS,KGS
7500-MASSACIO ( VANITY),7500-MASSACIO ( VANITY),INDIGENOUS,PROJECT MATERIALS,SFT
7W SKY COB TILT LED SPOTLIGHT (NW,7W SKY COB TILT LED SPOTLIGHT (NW,INDIGENOUS,PROJECT MATERIALS,NOS
8 MODULAR PLATES CODE : 576400 LEGRAND ARTEOR MAKE GOLD BRASS COLOUR,8 MODULAR PLATES CODE : 576400 LEGRAND ARTEOR MAKE GOLD BRASS COLOUR,INDIGENOUS,PROJECT MATERIALS,NOS
8 MODULAR SWITCH BOARD MAGNESIUM GRY COLOUR (LEGRAND ARTEOR MAKE),8 MODULAR SWITCH BOARD MAGNESIUM GRY COLOUR (LEGRAND ARTEOR MAKE),INDIGENOUS,PROJECT MATERIALS,NOS
8 MODULAR SWITCH BOARDÂ  WHITE COLOUR (LEGRAND ARTEOR MAKE),8 MODULAR SWITCH BOARDÂ  WHITE COLOUR (LEGRAND ARTEOR MAKE),INDIGENOUS,PROJECT MATERIALS,NOS
80 MM MS SEAMLESS PIPE ZINDAL/SCHEDULE 40,80 MM MS SEAMLESS PIPE ZINDAL/SCHEDULE 40,INDIGENOUS,PROJECT MATERIALS,MTRS
80 MM PVC CABLE GLAND(DOUBLE SLEEVE),80 MM PVC CABLE GLAND(DOUBLE SLEEVE),INDIGENOUS,PROJECT MATERIALS,NOS
8473 OYSTER GREY PAINT,8473 OYSTER GREY PAINT,INDIGENOUS,PROJECT MATERIALS,LTS
9 MM PVC CABLE GLAND,9 MM PVC CABLE GLAND,INDIGENOUS,PROJECT MATERIALS,NOS
95 SQ MM X 3 CORE HT 11 KV CABLE,95 SQ MM X 3 CORE HT 11 KV CABLE,INDIGENOUS,PROJECT MATERIALS,MTRS
A 12 AUXILARY BLOCK 2 NO/2NC ABB,A 12 AUXILARY BLOCK 2 NO/2NC ABB,INDIGENOUS,PROJECT MATERIALS,NOS
A 12 CONTACTOR 440V ABB,A 12 CONTACTOR 440V ABB,INDIGENOUS,PROJECT MATERIALS,NOS
A 12-30-10 CONTACTOR 230V ABB,A 12-30-10 CONTACTOR 230V ABB,INDIGENOUS,PROJECT MATERIALS,NOS
A 145-30 CONTACTOR 230/2NO+2NC/ABB,A 145-30 CONTACTOR 230/2NO+2NC/ABB,INDIGENOUS,PROJECT MATERIALS,NOS
A 185-30 CONTACTOR 230/2NO+2NC/ABB,A 185-30 CONTACTOR 230/2NO+2NC/ABB,INDIGENOUS,PROJECT MATERIALS,NOS
AC CONTROLLER VFD 1HP,AC CONTROLLER VFD 1HP,INDIGENOUS,PROJECT MATERIALS,NOS
AC Sliding Gate Motor Kit 230v,AC Sliding Gate Motor Kit 230v,INDIGENOUS,PROJECT MATERIALS,NOS
"ACB 2500A, 60KA MAKE C AND S","ACB 2500A, 60KA MAKE C AND S",INDIGENOUS,PROJECT MATERIALS,NOS
ACB CHAMBER,ACB CHAMBER,INDIGENOUS,PROJECT MATERIALS,NOS
ACCELETTER FRP,ACCELETTER FRP,INDIGENOUS,PROJECT MATERIALS,LTS
ACCENT CHAIR AS PER PROPORTION ACCENT CHAIR WITH FOOT STOOL,ACCENT CHAIR AS PER PROPORTION ACCENT CHAIR WITH FOOT STOOL,INDIGENOUS,PROJECT MATERIALS,NOS
ACCESSORIES,ACCESSORIES,INDIGENOUS,PROJECT MATERIALS,NOS
Accessories kit KL-8257 LED Neon Flex - Fixing Aluminium clip 50mm,Accessories kit KL-8257 LED Neon Flex - Fixing Aluminium clip 50mm,INDIGENOUS,PROJECT MATERIALS,NOS
Accessories kit KL-8258 LED Neon Flex Pins (10Nos),Accessories kit KL-8258 LED Neon Flex Pins (10Nos),INDIGENOUS,PROJECT MATERIALS,NOS
Accessories kit KL-8279 Male Female Plug,Accessories kit KL-8279 Male Female Plug,INDIGENOUS,PROJECT MATERIALS,NOS
Accessories kit per KL-8179 LED Neon Flex - Front and End Connector,Accessories kit per KL-8179 LED Neon Flex - Front and End Connector,INDIGENOUS,PROJECT MATERIALS,NOS
ACP CLADDING REGULAR FINISH GREY ACP,ACP CLADDING REGULAR FINISH GREY ACP,INDIGENOUS,PROJECT MATERIALS,SQMTRS
ACRYLIC SHEET A-CAST 500 X 400 X 5 MM,ACRYLIC SHEET A-CAST 500 X 400 X 5 MM,INDIGENOUS,PROJECT MATERIALS,NOS
ACRYLIC SHEET A-CAST 600 X 380 X 5 MM,ACRYLIC SHEET A-CAST 600 X 380 X 5 MM,INDIGENOUS,PROJECT MATERIALS,NOS
ACRYLIC SHEET A-CAST 700 X 510 X 5 MM,ACRYLIC SHEET A-CAST 700 X 510 X 5 MM,INDIGENOUS,PROJECT MATERIALS,NOS
ACRYLIC SHEET A-CAST 760 X 510 X 5 MM,ACRYLIC SHEET A-CAST 760 X 510 X 5 MM,INDIGENOUS,PROJECT MATERIALS,NOS
ACS POWER DISTRIBUTION BOX SIZE:1300W X 1250H X 400MM D,ACS POWER DISTRIBUTION BOX SIZE:1300W X 1250H X 400MM D,INDIGENOUS,PROJECT MATERIALS,NOS
ADAPTOR BOX 600X500X500 MM,ADAPTOR BOX 600X500X500 MM,INDIGENOUS,PROJECT MATERIALS,NOS
ADAPTOR BOX 600X500X600 MM,ADAPTOR BOX 600X500X600 MM,INDIGENOUS,PROJECT MATERIALS,NOS
ADAPTOR BOX 750X1400X600 MM,ADAPTOR BOX 750X1400X600 MM,INDIGENOUS,PROJECT MATERIALS,NOS
ADAPTOR BOX SIZE:1000X700X400 MM,ADAPTOR BOX SIZE:1000X700X400 MM,INDIGENOUS,PROJECT MATERIALS,NOS
ADD E27 9W BULB AND HOLDER,ADD E27 9W BULB AND HOLDER,INDIGENOUS,PROJECT MATERIALS,NOS
ADDRERSSABLE HOTER â€“ HONEYWELL MAKE,ADDRERSSABLE HOTER â€“ HONEYWELL MAKE,INDIGENOUS,PROJECT MATERIALS,NOS
ADDRERSSABLE MCP â€“ HONEYWELL MAKE,ADDRERSSABLE MCP â€“ HONEYWELL MAKE,INDIGENOUS,PROJECT MATERIALS,NOS
ADDRESSABLE SMOKE DETECTERS â€“ HONEYWELL MAKE,ADDRESSABLE SMOKE DETECTERS â€“ HONEYWELL MAKE,INDIGENOUS,PROJECT MATERIALS,NOS
Aggetto Swivel Circle Side Table 449 L x 300 D x 605 H (Metal -Brass antique lightVeneer - Umber New,Aggetto Swivel Circle Side Table 449 L x 300 D x 605 H (Metal -Brass antique lightVeneer - Umber New,INDIGENOUS,PROJECT MATERIALS,NOS
AGRIPPA SIDE TABLE AGRIPPA AND AGRIPPINA AS IN PICTURE FOR A SIZE OF 45 X 69.5 X H 62 CM,AGRIPPA SIDE TABLE AGRIPPA AND AGRIPPINA AS IN PICTURE FOR A SIZE OF 45 X 69.5 X H 62 CM,INDIGENOUS,PROJECT MATERIALS,NOS
Air Compressor 3 H.P,Air Compressor 3 H.P,INDIGENOUS,PROJECT MATERIALS,NOS
AIR CONDITIONERS 2 TON,AIR CONDITIONERS 2 TON,INDIGENOUS,PROJECT MATERIALS,NOS
AIR CURTAIN 3.5 FEET SS(P),AIR CURTAIN 3.5 FEET SS(P),INDIGENOUS,PROJECT MATERIALS,NOS
AIR CURTAIN 6.5 FEET SS HIGH VELOCITY,AIR CURTAIN 6.5 FEET SS HIGH VELOCITY,INDIGENOUS,PROJECT MATERIALS,NOS
AIR LOCK A 125 WITH GLASS AND RUBBER W/O MOTOR,AIR LOCK A 125 WITH GLASS AND RUBBER W/O MOTOR,INDIGENOUS,PROJECT MATERIALS,NOS
AIR LOCK A 225 WITH GLASS AND RUBBER W/O MOTOR,AIR LOCK A 225 WITH GLASS AND RUBBER W/O MOTOR,INDIGENOUS,PROJECT MATERIALS,NOS
AIR LOCK AS 225 WITH GLASS AND RUBBER W/O MOTOR,AIR LOCK AS 225 WITH GLASS AND RUBBER W/O MOTOR,INDIGENOUS,PROJECT MATERIALS,NOS
AIR LOCK GLASS FOR AS 225,AIR LOCK GLASS FOR AS 225,INDIGENOUS,PROJECT MATERIALS,NOS
AIR LOCK GLASS RUBBER FOR AS 125,AIR LOCK GLASS RUBBER FOR AS 125,INDIGENOUS,PROJECT MATERIALS,NOS
AIR LOCK SFZY25,AIR LOCK SFZY25,IMPORTED,PROJECT MATERIALS,NOS
AIR LOCK WITH SEW MOTORÂ  GFWZY-16,AIR LOCK WITH SEW MOTORÂ  GFWZY-16,IMPORTED,PROJECT MATERIALS,NOS
AIR MOTION VALVE FS-20,AIR MOTION VALVE FS-20,IMPORTED,PROJECT MATERIALS,NOS
AIR MOTION VALVE FS-5020D,AIR MOTION VALVE FS-5020D,IMPORTED,PROJECT MATERIALS,NOS
AIR OZONATION SYSTEM,AIR OZONATION SYSTEM,INDIGENOUS,PROJECT MATERIALS,NOS
AIR SHOCKER AS-60,AIR SHOCKER AS-60,IMPORTED,PROJECT MATERIALS,NOS
AKS 38 060 G 2115 - DANFOSS,AKS 38 060 G 2115 - DANFOSS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. ANGLE 1 1/2 X 1 1/2 X 12 FT X 3 MM THCKINESS,AL. ANGLE 1 1/2 X 1 1/2 X 12 FT X 3 MM THCKINESS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. ANGLE 1 1/2 X 1 INCH X 12 FT X 3MM THICKNESS,AL. ANGLE 1 1/2 X 1 INCH X 12 FT X 3MM THICKNESS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. ANGLE 1INCH X 1 INCH X 12 FT X 3 MM THCKINESS,AL. ANGLE 1INCH X 1 INCH X 12 FT X 3 MM THCKINESS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. ANGLE 3/4 INCH X 12 FT L X 4MM THICKNESS,AL. ANGLE 3/4 INCH X 12 FT L X 4MM THICKNESS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. CENTER ULIN 3 INCHX12 FEETX2 MM THCIKNESS,AL. CENTER ULIN 3 INCHX12 FEETX2 MM THCIKNESS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. DOOR BOTTOM 12 FT X 1.5 MM THICKNESS,AL. DOOR BOTTOM 12 FT X 1.5 MM THICKNESS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. DOOR BOTTOM 4 1/2 X 2 MM THICKNESS,AL. DOOR BOTTOM 4 1/2 X 2 MM THICKNESS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. DOOR CENTER 12 FT X 1.5 MM THICKNESS,AL. DOOR CENTER 12 FT X 1.5 MM THICKNESS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. DOOR CENTER 3INCHX2MMX12FEET,AL. DOOR CENTER 3INCHX2MMX12FEET,INDIGENOUS,PROJECT MATERIALS,NOS
AL. DOOR TOP 12 FT X 1.5 MM THICKNESS,AL. DOOR TOP 12 FT X 1.5 MM THICKNESS,INDIGENOUS,PROJECT MATERIALS,NOS
AL. DOOR TOP 12 FT X 2 MM THICKNESS,AL. DOOR TOP 12 FT X 2 MM THICKNESS,INDIGENOUS,PROJECT MATERIALS,NOS
